concept_id,concept_code,vocabulary_id,concept_name
40218625,S2180,HCPCS,Donor leukocyte infusion (eg Dli donor lymphocyte infusion donor buffy coat cell transfusion donor peripheral blood monocyte transfusion)
2721091,S2061,HCPCS,Donor lobectomy (lung) for transplantation living donor
2721248,S4025,HCPCS,Donor services for in vitro fertilization (sperm or embryo) case rate
915693,G9581,HCPCS,Door to puncture time of greater than 2 hours for reasons documented by clinician (e.g. patients who are transferred from one institution to another with a known diagnosis of cva for endovascular stroke treatment; hospitalized patients with newly diag...
915694,G9582,HCPCS,Door to puncture time of greater than 2 hours no reason given
915692,G9580,HCPCS,Door to puncture time of less than 2 hours
44782401,Q4076,HCPCS,DOPAMINE HCL 40 MG
2718769,J7639,HCPCS,Dornase alfa inhalation solution fda-approved final product non-compounded administered through dme unit dose form per milligram
40217794,K0514,HCPCS,Dornase alpha inhalation solution administered through DME unit dose form per milligram
2618092,GS,HCPCS,Dosage of erythropoietin stimulating agent has been reduced and maintained in response to hematocrit or hemoglobin level
40664740,S3722,HCPCS,Dose optimization by area under the curve (auc) analysis for infusional 5-fluorouracil
45890663,G6034,HCPCS,Doxepin
44782347,C9415,HCPCS,DOXORUBIC HCL CHEMO BRAND
40218708,K0612,HCPCS,Drainable extension line sterile for dialysis each
2614971,A4672,HCPCS,Drainage extension line sterile for dialysis each
2615023,A4911,HCPCS,Drain bag/bottle for dialysis each
44782057,G0001,HCPCS,DRAWING BLOOD FOR SPECIMEN
2615294,A8,HCPCS,Dressing for eight wounds
2615037,A5,HCPCS,Dressing for five wounds
2614685,A4,HCPCS,Dressing for four wounds
2615300,A9,HCPCS,Dressing for nine or more wounds
2614682,A1,HCPCS,Dressing for one wound
2615233,A7,HCPCS,Dressing for seven wounds
2615085,A6,HCPCS,Dressing for six wounds
2614684,A3,HCPCS,Dressing for three wounds
2614683,A2,HCPCS,Dressing for two wounds
40218412,K0539,HCPCS,Dressing set for negative pressure wound therapy electrical pump stationary or portable each
2719025,K0098,HCPCS,Drive belt for power wheelchair replacement only
2720623,Q0480,HCPCS,Driver for use with pneumatic ventricular assist device replacement only
2720601,Q0167,HCPCS,Dronabinol 2.5 mg oral fda approved prescription anti-emetic for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment not to exceed a 48 hour dosage regimen
2720602,Q0168,HCPCS,Dronabinol 5 mg oral fda approved prescription anti-emetic for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment not to exceed a 48 hour dosage regimen
2718654,J3535,HCPCS,Drug administered through a metered dose inhaler
2718926,JW,HCPCS,Drug amount discarded/not administered to any patient
45890687,G6058,HCPCS,Drug confirmation each procedure
937710,JG,HCPCS,Drug or biological acquired with 340b drug pricing program discount
937708,TB,HCPCS,Drug or biological acquired with 340b drug pricing program discount reported for informational purposes
2719392,KD,HCPCS,Drug or biological infused through dme
2720774,Q4082,HCPCS,Drug or biological not otherwise classified part b drug competitive acquisition program (cap)
2720901,RD,HCPCS,"Drug provided to beneficiary but not administered ""incident-to"""
45754783,D1G,HCPCS,Drugs Administered through DME
40664455,G0434,HCPCS,Drug screen other than chromatographic; any number of drug classes by clia waived test or moderate complexity test per patient encounter
40660437,G0431,HCPCS,Drug screen qualitative; multiple drug classes by high complexity test method (e.g. immunoassay enzyme assay) per patient encounter
40661235,G0430,HCPCS,Drug screen qualitative; multiple drug classes other than chromatographic method each procedure
1314319,G0481,HCPCS,Drug test(s) definitive utilizing (1) drug identification methods able to identify individual drugs and distinguish between structural isomers (but not necessarily stereoisomers) including but not limited to gc/ms (any type single or tandem) and l...
1314318,G0480,HCPCS,Drug test(s) definitive utilizing (1) drug identification methods able to identify individual drugs and distinguish between structural isomers (but not necessarily stereoisomers) including but not limited to gc/ms (any type single or tandem) and l...
1314320,G0482,HCPCS,Drug test(s) definitive utilizing (1) drug identification methods able to identify individual drugs and distinguish between structural isomers (but not necessarily stereoisomers) including but not limited to gc/ms (any type single or tandem) and l...
1314321,G0483,HCPCS,Drug test(s) definitive utilizing (1) drug identification methods able to identify individual drugs and distinguish between structural isomers (but not necessarily stereoisomers) including but not limited to gc/ms (any type single or tandem) and l...
937580,G0659,HCPCS,Drug test(s) definitive utilizing drug identification methods able to identify individual drugs and distinguish between structural isomers (but not necessarily stereoisomers) including but not limited to gc/ms (any type single or tandem) and lc/ms...
1314317,G0479,HCPCS,Drug test(s) presumptive any number of drug classes; any number of devices or procedures by instrumented chemistry analyzers utilizing immunoassay enzyme assay tof maldi ldtd desi dart ghpc gc mass spectrometry) includes sample validation wh...
1314315,G0477,HCPCS,Drug test(s) presumptive any number of drug classes; any number of devices or procedures (e.g. immunoassay) capable of being read by direct optical observation only (e.g. dipsticks cups cards cartridges) includes sample validation when perform...
1314316,G0478,HCPCS,Drug test(s) presumptive any number of drug classes; any number of devices or procedures (e.g. immunoassay) read by instrument-assisted direct optical observation (e.g. dipsticks cups cards cartridges) includes sample validation when performed...
44782029,E0179,HCPCS,DRY PRESSRE PAD/CUSHION NONP
2616526,E0184,HCPCS,Dry pressure mattress
2616540,E0199,HCPCS,Dry pressure pad for mattress standard mattress length and width
44786417,G9212,HCPCS,Dsm-ivtm criteria for major depressive disorder documented at the initial evaluation
44786418,G9213,HCPCS,Dsm-iv-tr criteria for major depressive disorder not documented at the initial evaluation reason not otherwise specified
44786538,G9343,HCPCS,Due to medical reasons search not conducted for dicom format images for prior patient ct imaging studies completed at non-affiliated external healthcare facilities or entities within the past 12 months that are available through a secure authorized...
44786539,G9344,HCPCS,Due to system reasons search not conducted for dicom format images for prior patient ct imaging studies completed at non-affiliated external healthcare facilities or entities within the past 12 months that are available through a secure authorized me...
2616955,E1399,HCPCS,Durable medical equipment miscellaneous
40217947,C1859,HCPCS,Duraderm acellular allograft per 21 24 or 28 square centimeters
40217949,C1861,HCPCS,Duraderm acellular allograft per 36 square centimeters
40217948,C1860,HCPCS,Duraderm acellular allograft per 48 square centimeters
40217950,C1862,HCPCS,Duraderm acellular allograft per 72 square centimeters
40217951,C1863,HCPCS,Duraderm acellular allograft per 84 square centimeters
40217946,C1858,HCPCS,Duraderm acellular allograft per 8 or 14 square centimeters
45890733,G9362,HCPCS,Duration of monitored anesthesia care (mac) or peripheral nerve block (pnb) without the use of general anesthesia during an applicable procedure 60 minutes or longer as documented in the anesthesia record
45890734,G9363,HCPCS,Duration of monitored anesthesia care (mac) or peripheral nerve block (pnb) without the use of general anesthesia during an applicable procedure or general or neuraxial anesthesia less than 60 minutes as documented in the anesthesia record
44782009,C9403,HCPCS,DX I131 SO IODIDE CAP BRAND
44782010,C9404,HCPCS,DX I131 SO IODIDE SOL BRAND
2617002,E1815,HCPCS,Dynamic adjustable ankle extension/flexion device includes soft interface material
2616994,E1800,HCPCS,Dynamic adjustable elbow extension/flexion device includes soft interface material
2617007,E1825,HCPCS,Dynamic adjustable finger extension/flexion device includes soft interface material
2616996,E1802,HCPCS,Dynamic adjustable forearm pronation/supination device includes soft interface material
2616999,E1810,HCPCS,Dynamic adjustable knee extension / flexion device includes soft interface material
2617009,E1840,HCPCS,Dynamic adjustable shoulder flexion / abduction / rotation device includes soft interface material
2617008,E1830,HCPCS,Dynamic adjustable toe extension/flexion device includes soft interface material
2616997,E1805,HCPCS,Dynamic adjustable wrist extension / flexion device includes soft interface material
2616460,C9723,HCPCS,DYNAMIC INFRARED BLOOD PERFUSION IMAGING (DIRI)
2617001,E1812,HCPCS,Dynamic knee extension/flexion device with active resistance control
2721981,V5364,HCPCS,Dysphagia screening
40218330,G0241,HCPCS,Each additional 30 minutes (list separately in addition to G0240)
40217326,G2080,HCPCS,Each additional 30 minutes of counseling in a week of medication assisted treatment (provision of the services by a medicare-enrolled opioid treatment program); list separately in addition to code for primary procedure
2721162,S2361,HCPCS,Each additional cervical vertebral body (list separately in addition to code for primary procedure)
44782133,G0360,HCPCS,EACH ADDITIONAL HR 1-8 HRS
44782122,G0348,HCPCS,EACH ADDITIONAL HR UP TO 8HR
40661223,D6976,HCPCS,EACH ADDITIONAL INDIRECTLY FABRICATED POST - SAME TOOTH
40659946,D2953,HCPCS,EACH ADDITIONAL INDIRECTLY FABRICATED POST - SAME TOOTH
44782120,G0346,HCPCS,EACH ADDITIONAL INFUSE HOUR
44782302,S2371,HCPCS,EACH ADDITIONAL INTERSPACE
40660778,D2957,HCPCS,EACH ADDITIONAL PREFABRICATED POST - SAME TOOTH
40659721,D6977,HCPCS,EACH ADDITIONAL PREFABRICATED POST - SAME TOOTH
44782127,G0354,HCPCS,EACH ADDITION SEQUENTIAL IV
44782135,G0362,HCPCS,EACH ADD SEQUENTIAL INFUSION
40217364,D7120,HCPCS,Each add tooth extraction
40218605,C1020,HCPCS,Each unit red blood cells frozen/deglycerolized/washed leukocyte-reduced irradiated
2721975,V5275,HCPCS,Ear impression each
44786550,G9355,HCPCS,Early elective delivery or early induction not performed (less than 39 weeks gestation)
44786551,G9356,HCPCS,Early elective delivery or early induction performed (less than 39 week gestation)
2721748,TL,HCPCS,Early intervention/individualized family service plan (ifsp)
2721965,V5265,HCPCS,Ear mold/insert disposable any type
2721964,V5264,HCPCS,Ear mold/insert not disposable any type
40217715,G0005,HCPCS,ECG 24 hour recording
40217714,G0007,HCPCS,ECG phy review & interpret
40218329,G0004,HCPCS,ECG transm phys review & int
45754758,I3B,HCPCS,Echography/ultrasonography - abdomen/pelvis
45754760,I3D,HCPCS,Echography/ultrasonography - carotid arteries
45754757,I3A,HCPCS,Echography/ultrasonography - eye
45754759,I3C,HCPCS,Echography/ultrasonography - heart
45754762,I3F,HCPCS,Echography/ultrasonography - other
45754761,I3E,HCPCS,Echography/ultrasonography - prostate transrectal
2721129,S2202,HCPCS,Echosclerotherapy
2718652,J3520,HCPCS,Edetate disodium per 150 mg
40217403,A4460,HCPCS,Elastic bandage per roll (e.g. compression bandage)
2720324,L6945,HCPCS,Elbow disarticulation external power molded inner socket removable humeral shell outside locking hinges forearm otto bock or equal electrodes cables two batteries and one charger myoelectronic control of terminal device
2720323,L6940,HCPCS,Elbow disarticulation external power molded inner socket removable humeral shell outside locking hinges forearm otto bock or equal switch cables two batteries and one charger switch control of terminal device
2720194,L6450,HCPCS,Elbow disarticulation molded socket endoskeletal system including soft prosthetic tissue shaping
2720179,L6200,HCPCS,Elbow disarticulation molded socket outside locking hinge forearm
2720180,L6205,HCPCS,Elbow disarticulation molded socket with expandable interface outside locking hinges forearm
2719845,L3740,HCPCS,Elbow orthosis double upright with forearm/arm cuffs adjustable position lock with active control custom fabricated
2719844,L3730,HCPCS,Elbow orthosis double upright with forearm/arm cuffs extension/ flexion assist custom fabricated
2719843,L3720,HCPCS,Elbow orthosis double upright with forearm/arm cuffs free motion custom fabricated
2719840,L3701,HCPCS,ELBOW ORTHOSIS ELASTIC PREFABRICATED INCLUDES FITTING AND ADJUSTMENT (E.G. NEOPRENE LYCRA)
2719842,L3710,HCPCS,Elbow orthosis elastic with metal joints prefabricated off-the-shelf
2719839,L3700,HCPCS,ELBOW ORTHOSIS ELASTIC WITH STAYS PREFABRICATED INCLUDES FITTING AND ADJUSTMENT
2719846,L3760,HCPCS,Elbow orthosis (eo) with adjustable position locking joint(s) prefabricated item that has been trimmed bent molded assembled or otherwise customized to fit a specific patient by an individual with expertise
937588,L3761,HCPCS,Elbow orthosis (eo) with adjustable position locking joint(s) prefabricated off-the-shelf
2719847,L3762,HCPCS,Elbow orthosis rigid without joints includes soft interface material prefabricated off-the-shelf
2719841,L3702,HCPCS,Elbow orthosis without joints may include soft interface straps custom fabricated includes fitting and adjustment
2719851,L3766,HCPCS,Elbow wrist hand finger orthosis includes one or more nontorsion joints elastic bands turnbuckles may include soft interface straps custom fabricated includes fitting and adjustment
2719850,L3765,HCPCS,Elbow wrist hand finger orthosis rigid without joints may include soft interface straps custom fabricated includes fitting and adjustment
2719849,L3764,HCPCS,Elbow wrist hand orthosis includes one or more nontorsion joints elastic bands turnbuckles may include soft interface straps custom fabricated includes fitting and adjustment
2719848,L3763,HCPCS,Elbow wrist hand orthosis rigid without joints may include soft interface straps custom fabricated includes fitting and adjustment
40664837,G8734,HCPCS,Elder maltreatment screen documented as negative no follow-up required
40664845,G8733,HCPCS,Elder maltreatment screen documented as positive and a follow-up plan is documented
43533261,G8941,HCPCS,Elder maltreatment screen documented as positive follow-up plan not documented documentation the patient is not eligible for follow-up plan at the time of the encounter
40664709,G8735,HCPCS,Elder maltreatment screen documented as positive follow-up plan not documented reason not given
2617936,G8537,HCPCS,Elder maltreatment screen documented follow-up plan not documented patient not eligible
2617937,G8538,HCPCS,Elder maltreatment screen documented follow-up plan not documented reason not specified
2617934,G8535,HCPCS,Elder maltreatment screen not documented; documentation that patient is not eligible for the elder maltreatment screen at the time of the encounter
915748,G9643,HCPCS,Elective surgery
44786385,E0766,HCPCS,Electrical stimulation device used for cancer treatment includes all accessories any type
43533311,S8930,HCPCS,Electrical stimulation of auricular acupuncture points; each 15 minutes of personal one-on-one contact with the patient
2616746,E0769,HCPCS,Electrical stimulation or electromagnetic wound treatment device not otherwise classified
2617364,G0281,HCPCS,Electrical stimulation (unattended) to one or more areas for chronic stage iii and stage iv pressure ulcers arterial ulcers diabetic ulcers and venous stasis ulcers not demonstrating measurable signs of healing after 30 days of conventional care...
2617366,G0283,HCPCS,Electrical stimulation (unattended) to one or more areas for indication(s) other than wound care as part of a therapy plan of care
2617365,G0282,HCPCS,Electrical stimulation (unattended) to one or more areas for wound care other than described in g0281
2614912,A4595,HCPCS,Electrical stimulator supplies 2 lead per month (e.g. tens nmes)
2720331,L7007,HCPCS,Electric hand switch or myoelectric controlled adult
2720307,L6880,HCPCS,Electric hand switch or myoelectric controlled independently articulating digits any grasp pattern or combination of grasp patterns includes motor(s)
2720332,L7008,HCPCS,Electric hand switch or myoelectric controlled pediatric
2616546,E0215,HCPCS,Electric heat pad moist
2616545,E0210,HCPCS,Electric heat pad standard
2720333,L7009,HCPCS,Electric hook switch or myoelectric controlled adult
2720341,L7045,HCPCS,Electric hook switch or myoelectric controlled pediatric
2617472,G0405,HCPCS,Electrocardiogram routine ecg with 12 leads; interpretation and report only performed as a screening for the initial preventive physical examination
2617441,G0366,HCPCS,ELECTROCARDIOGRAM ROUTINE ECG WITH 12 LEADS; PERFORMED AS A COMPONENT OF THE INITIAL PREVENTIVE EXAMINATION WITH INTERPRETATION AND REPORT
2617470,G0403,HCPCS,Electrocardiogram routine ecg with 12 leads; performed as a screening for the initial preventive physical examination with interpretation and report
2617471,G0404,HCPCS,Electrocardiogram routine ecg with 12 leads; tracing only without interpretation and report performed as a screening for the initial preventive physical examination
2721042,S0347,HCPCS,ELECTROCARDIOGRAPHIC MONITORING UTILIZING A HOME COMPUTERIZED TELEMETRY STATION WITH AUTOMATIC ACTIVATION AND REAL-TIME NOTIFICATION OF MONITORING STATION 24-HOUR ATTENDED MONITORING INCLUDING PHYSICIAN REVIEW AND INTERPRETATION; 24-HOUR PERIOD
40217864,C1329,HCPCS,Electrode disposable gynecare versapoint resectoscopic system bipolar electrode
40217863,C1324,HCPCS,Electrode disposable ligasure disposable electrode
40217861,C1321,HCPCS,Electrode disposable palate somnoplasty coagulating electrode base of tongue somnoplasty coagulating electrode
40217862,C1323,HCPCS,Electrode disposable vapr electrode vapr t thermal electrode
40217855,C1031,HCPCS,Electrode needle ablation mr compatible leveen modified leveen needle electrode
2614899,A4556,HCPCS,Electrodes (e.g. apnea monitor) per pair
44786357,A4555,HCPCS,Electrode/transducer for use with electrical stimulation device used for cancer treatment replacement only
2617407,G0329,HCPCS,Electromagnetic therapy to one or more areas for chronic stage iii and stage iv pressure ulcers arterial ulcers diabetic ulcers and venous stasis ulcers not demonstrating measurable signs of healing after 30 days of conventional care as part of a th...
2617374,G0295,HCPCS,Electromagnetic therapy to one or more areas for wound care other than described in g0329 or for other uses
2616728,E0746,HCPCS,Electromyography (emg) biofeedback device
2721357,S8092,HCPCS,Electron beam computed tomography (also known as ultrafast ct cine ct)
2720347,L7190,HCPCS,Electronic elbow adolescent variety village or equal myoelectronically controlled
2720345,L7185,HCPCS,Electronic elbow adolescent variety village or equal switch controlled
40217469,L7165,HCPCS,Electronic elbow boston or equal myoelectronically controlled
40217468,L7160,HCPCS,Electronic elbow boston or equal switch controlled
2720348,L7191,HCPCS,Electronic elbow child variety village or equal myoelectronically controlled
2720346,L7186,HCPCS,Electronic elbow child variety village or equal switch controlled
2720342,L7170,HCPCS,Electronic elbow hosmer or equal switch controlled
2720343,L7180,HCPCS,Electronic elbow microprocessor sequential control of elbow and terminal device
2720344,L7181,HCPCS,Electronic elbow microprocessor simultaneous control of elbow and terminal device
2720336,L7020,HCPCS,ELECTRONIC GREIFER
2720339,L7035,HCPCS,ELECTRONIC GREIFER
2720335,L7015,HCPCS,ELECTRONIC HAND
2720337,L7025,HCPCS,ELECTRONIC HAND
2720334,L7010,HCPCS,ELECTRONIC HAND
2720338,L7030,HCPCS,ELECTRONIC HAND CONTROLLED
40664520,T1505,HCPCS,Electronic medication compliance management device includes all components and accessories not otherwise classified
40217100,K1001,HCPCS,Electronic positional obstructive sleep apnea treatment with sensor includes all components and accessories any type
2616736,E0755,HCPCS,Electronic salivary reflex stimulator (intra-oral/non-invasive)
2721375,S8190,HCPCS,ELECTRONIC SPIROMETER (OR MICROSPIROMETER)
45890811,L7259,HCPCS,Electronic wrist rotator any type
2720350,L7261,HCPCS,Electronic wrist rotator for utah arm
2720349,L7260,HCPCS,Electronic wrist rotator otto bock or equal
40659940,D0481,HCPCS,ELECTRON MICROSCOPY - DIAGNOSTIC
2718980,K0053,HCPCS,Elevating footrests articulating (telescoping) each
40217525,K0048,HCPCS,Elevating legrest complete assembly
2718973,K0046,HCPCS,Elevating legrest lower extension tube replacement only each
2719077,K0195,HCPCS,Elevating leg rests pair (for use with capped rental wheelchair base)
2718974,K0047,HCPCS,Elevating legrest upper hanger bracket replacement only each
2617830,G8430,HCPCS,Eligible clinician attests to documenting in the medical record the patient is not eligible for a current list of medications being obtained updated or reviewed by the eligible clinician
2617827,G8427,HCPCS,Eligible clinician attests to documenting in the medical record they obtained updated or reviewed the patient's current medications
40664496,G8644,HCPCS,Eligible professional does not have prescribing privileges
44782385,Q2002,HCPCS,ELLIOTTS B SOLUTION PER ML
937632,G9962,HCPCS,Embolization endpoints are documented separately for each embolized vessel and ovarian artery angiography or embolization performed in the presence of variant uterine artery anatomy
937631,G9963,HCPCS,Embolization endpoints are not documented separately for each embolized vessel or ovarian artery angiography or embolization not performed in the presence of variant uterine artery anatomy
2615863,C1884,HCPCS,Embolization protective system
2720637,Q0494,HCPCS,Emergency hand pump for use with electric or electric/pneumatic ventricular assist device replacement only
2720634,Q0491,HCPCS,Emergency power source for use with electric/pneumatic ventricular assist device replacement only
2720633,Q0490,HCPCS,Emergency power source for use with electric ventricular assist device replacement only
2720636,Q0493,HCPCS,Emergency power supply cable for use with electric/pneumatic ventricular assist device replacement only
2720635,Q0492,HCPCS,Emergency power supply cable for use with electric ventricular assist device replacement only
2617154,EM,HCPCS,Emergency reserve supply (for esrd benefit only)
2721309,S5160,HCPCS,Emergency response system; installation and testing
2721311,S5162,HCPCS,Emergency response system; purchase only
2721310,S5161,HCPCS,Emergency response system; service fee per month (excludes installation and testing)
45754694,M3,HCPCS,Emergency room visit
2617156,ET,HCPCS,Emergency services
2721179,S3601,HCPCS,Emergency stat laboratory charge for patient who is homebound or residing in a nursing facility
1314425,G9752,HCPCS,Emergency surgery
40661566,D7990,HCPCS,EMERGENCY TRACHEOTOMY
40217200,M1142,HCPCS,Emergent cases
2618198,HJ,HCPCS,Employee assistance program
40663473,D9970,HCPCS,ENAMEL MICROABRASION
40664206,D3460,HCPCS,ENDODONTIC ENDOSSEOUS IMPLANT
40663158,D3320,HCPCS,ENDODONTIC THERAPY
40661912,D3330,HCPCS,ENDODONTIC THERAPY
40663821,D3310,HCPCS,ENDODONTIC THERAPY
40218461,C1117,HCPCS,Endograft system ancure endograft delivery system
1314496,G9823,HCPCS,Endometrial sampling or hysteroscopy with biopsy and results documented
1314497,G9824,HCPCS,Endometrial sampling or hysteroscopy with biopsy and results not documented
44782296,S2130,HCPCS,ENDO RF ABLATION SAPH VEIN
40664510,C1749,HCPCS,Endoscope retrograde imaging/illumination colonoscope device (implantable)
2616461,C9724,HCPCS,Endoscopic full-thickness plication of the stomach using endoscopic plication system (eps); includes endoscopy
40218558,G0193,HCPCS,Endoscopic study of swallowing function (also fiberoptic endoscopic evaluation of swallowing (fees)
45754736,P8A,HCPCS,Endoscopy - arthroscopy
45754741,P8F,HCPCS,Endoscopy - bronchoscopy
45754739,P8D,HCPCS,Endoscopy - colonoscopy
45754740,P8E,HCPCS,Endoscopy - cystoscopy
45754742,P8G,HCPCS,Endoscopy - laparoscopic cholecystectomy
45754743,P8H,HCPCS,Endoscopy - laryngoscopy
45754744,P8I,HCPCS,Endoscopy - other
45754738,P8C,HCPCS,Endoscopy - sigmoidoscopy
45754737,P8B,HCPCS,Endoscopy - upper gastrointestinal
40660167,L5973,HCPCS,Endoskeletal ankle foot system microprocessor controlled feature dorsiflexion and/or plantar flexion control includes power source
40218280,C1146,HCPCS,Endotracheal tube vett tracheobronchial tube
2617397,G0319,HCPCS,END STAGE RENAL DISEASE (ESRD) RELATED SERVICES DURING THE COURSE OF TREATMENT FOR PATIENTS 20 YEARS OF AGE AND OVER; WITH 1 FACE-TO-FACE PHYSICIAN VISIT PER MONTH
2617396,G0318,HCPCS,END STAGE RENAL DISEASE (ESRD) RELATED SERVICES DURING THE COURSE OF TREATMENT FOR PATIENTS 20 YEARS OF AGE AND OVER; WITH 2 OR 3 FACE-TO-FACE PHYSICIAN VISITS PER MONTH
2617395,G0317,HCPCS,END STAGE RENAL DISEASE (ESRD) RELATED SERVICES DURING THE COURSE OF TREATMENT FOR PATIENTS 20 YEARS OF AGE AND OVER; WITH 4 OR MORE FACE-TO-FACE PHYSICIAN VISITS PER MONTH
2617400,G0322,HCPCS,END STAGE RENAL DISEASE (ESRD) RELATED SERVICES FOR HOME DIALYSIS PATIENTS PER FULL MONTH; FOR PATIENTS TWELVE TO NINETEEN YEARS OF AGE TO INCLUDE MONITORING FOR ADEQUACY OF NUTRITION ASSESSMENT OF GROWTH AND DEVELOPMENT AND COUNSELING OF PARENTS
2617401,G0323,HCPCS,END STAGE RENAL DISEASE (ESRD) RELATED SERVICES FOR HOME DIALYSIS PATIENTS PER FULL MONTH; FOR PATIENTS TWENTY YEARS OF AGE AND OLDER
2617399,G0321,HCPCS,END STAGE RENAL DISEASE (ESRD) RELATED SERVICES FOR HOME DIALYSIS PATIENTS PER FULL MONTH; FOR PATIENTS TWO TO ELEVEN YEARS OF AGE TO INCLUDE MONITORING FOR ADEQUACY OF NUTRITION ASSESSMENT OF GROWTH AND DEVELOPMENT AND COUNSELING OF PARENTS
2617398,G0320,HCPCS,END STAGE RENAL DISEASE (ESRD) RELATED SERVICES FOR HOME DIALYSIS PATIENTS PER FULL MONTH; FOR PATIENTS UNDER TWO YEARS OF AGE TO INCLUDE MONITORING FOR ADEQUACY OF NUTRITION ASSESSMENT OF GROWTH AND DEVELOPMENT AND COUNSELING OF PARENTS
2617404,G0326,HCPCS,END STAGE RENAL DISEASE (ESRD) RELATED SERVICES LESS THAN FULL MONTH PER DAY; FOR PATIENTS BETWEEN TWELVE AND NINETEEN YEARS OF AGE
2617403,G0325,HCPCS,END STAGE RENAL DISEASE (ESRD) RELATED SERVICES LESS THAN FULL MONTH PER DAY; FOR PATIENTS BETWEEN TWO AND ELEVEN YEARS OF AGE
2617405,G0327,HCPCS,END STAGE RENAL DISEASE (ESRD) RELATED SERVICES LESS THAN FULL MONTH PER DAY; FOR PATIENTS TWENTY YEARS OF AGE AND OVER
2617402,G0324,HCPCS,END STAGE RENAL DISEASE (ESRD) RELATED SERVICES LESS THAN FULL MONTH PER DAY; FOR PATIENTS UNDER TWO YEARS OF AGE
2617551,G8082,HCPCS,End stage renal disease patient requiring hemodialysis documented to have received vascular access other than autogenous av fistula
2617550,G8081,HCPCS,End stage renal disease patient requiring hemodialysis vascular access documented to have received autogenous av fistula
2617552,G8085,HCPCS,End-stage renal disease patient requiring hemodialysis vascular access was not an eligible candidate for autogenous av fistula
2617794,G8387,HCPCS,End-stage renal disease patient with a hematocrit or hemoglobin not documented
2617544,G8075,HCPCS,End stage renal disease patient with documented dialysis dose of urr greater than or equal to 65% (or kt/v greater than or equal to 1.2)
2617545,G8076,HCPCS,End stage renal disease patient with documented dialysis dose of urr less than 65% (or kt/v less than 1.2)
2617547,G8078,HCPCS,End stage renal disease patient with documented hematocrit greater than or equal to 33 (or hemoglobin greater than or equal to 11)
2617548,G8079,HCPCS,End stage renal disease patient with documented hematocrit less than 33 (or hemoglobin less than 11)
2617795,G8388,HCPCS,End-stage renal disease patient with urr or kt/v value not documented but otherwise eligible for measure
2614863,A4458,HCPCS,Enema bag with tubing reusable
2721874,V2625,HCPCS,Enlargement of ocular prosthesis
45754786,O1C,HCPCS,Enteral and parenteral
2615433,B4036,HCPCS,Enteral feeding supply kit; gravity fed per day includes but not limited to feeding/flushing syringe administration set tubing dressings tape
2615432,B4035,HCPCS,Enteral feeding supply kit; pump fed per day includes but not limited to feeding/flushing syringe administration set tubing dressings tape
2615431,B4034,HCPCS,Enteral feeding supply kit; syringe fed per day includes but not limited to feeding/flushing syringe administration set tubing dressings tape
44781951,B4151,HCPCS,ENTERAL FORMULAE CAT1NATURAL
44781952,B4156,HCPCS,ENTERAL FORMULAE CATEGORY VI
2615443,B4102,HCPCS,Enteral formula for adults used to replace fluids and electrolytes (e.g. clear liquids) 500 ml = 1 unit
2615458,B4161,HCPCS,Enteral formula for pediatrics hydrolyzed/amino acids and peptide chain proteins includes fats carbohydrates vitamins and minerals may include fiber administered through an enteral feeding tube 100 calories = 1 unit
2615457,B4160,HCPCS,Enteral formula for pediatrics nutritionally complete calorically dense (equal to or greater than 0.7 kcal/ml) with intact nutrients includes proteins fats carbohydrates vitamins and minerals may include fiber administered through an enteral fe...
2615456,B4159,HCPCS,Enteral formula for pediatrics nutritionally complete soy based with intact nutrients includes proteins fats carbohydrates vitamins and minerals may include fiber and/or iron administered through an enteral feeding tube 100 calories = 1 unit
2615455,B4158,HCPCS,Enteral formula for pediatrics nutritionally complete with intact nutrients includes proteins fats carbohydrates vitamins and minerals may include fiber and/or iron administered through an enteral feeding tube 100 calories = 1 unit
2615459,B4162,HCPCS,Enteral formula for pediatrics special metabolic needs for inherited disease of metabolism includes proteins fats carbohydrates vitamins and minerals may include fiber administered through an enteral feeding tube 100 calories = 1 unit
2615444,B4103,HCPCS,Enteral formula for pediatrics used to replace fluids and electrolytes (e.g. clear liquids) 500 ml = 1 unit
2615446,B4149,HCPCS,Enteral formula manufactured blenderized natural foods with intact nutrients includes proteins fats carbohydrates vitamins and minerals may include fiber administered through an enteral feeding tube 100 calories = 1 unit
2615449,B4152,HCPCS,Enteral formula nutritionally complete calorically dense (equal to or greater than 1.5 kcal/ml) with intact nutrients includes proteins fats carbohydrates vitamins and minerals may include fiber administered through an enteral feeding tube 100...
2615451,B4154,HCPCS,Enteral formula nutritionally complete for special metabolic needs excludes inherited disease of metabolism includes altered composition of proteins fats carbohydrates vitamins and/or minerals may include fiber administered through an enteral...
2615454,B4157,HCPCS,Enteral formula nutritionally complete for special metabolic needs for inherited disease of metabolism includes proteins fats carbohydrates vitamins and minerals may include fiber administered through an enteral feeding tube 100 calories = 1 unit
2615450,B4153,HCPCS,Enteral formula nutritionally complete hydrolyzed proteins (amino acids and peptide chain) includes fats carbohydrates vitamins and minerals may include fiber administered through an enteral feeding tube 100 calories = 1 unit
